00:12:04,Test: send_data
00:12:04,Packet 0: [250, 15, 160, 250, 15, 160, 250, 15, 160, 250, 15, 160, 250, 15, 160, 250, 15, 160, 250, 15, 160, 250, 15, 160, 250, 15, 160, 250, 15, 160, 250, 15, 160, 250, 15, 160, 250, 15, 160]
00:12:04,Packet 1: [244, 15, 64, 244, 15, 64, 244, 15, 64, 244, 15, 64, 244, 15, 64, 244, 15, 64, 244, 15, 64, 244, 15, 64, 244, 15, 64, 244, 15, 64, 244, 15, 64, 244, 15, 64, 244, 15, 64]
00:12:04,Packet 2: [238, 14, 224, 238, 14, 224, 238, 14, 224, 238, 14, 224, 238, 14, 224, 238, 14, 224, 238, 14, 224, 238, 14, 224, 238, 14, 224, 238, 14, 224, 238, 14, 224, 238, 14, 224, 238, 14, 224]
00:12:04,Packet 3: [232, 14, 128, 232, 14, 128, 232, 14, 128, 232, 14, 128, 232, 14, 128, 232, 14, 128, 232, 14, 128, 232, 14, 128, 232, 14, 128, 232, 14, 128, 232, 14, 128, 232, 14, 128, 232, 14, 128]
00:12:04,Packet 4: [226, 14, 32, 226, 14, 32, 226, 14, 32, 226, 14, 32, 226, 14, 32, 226, 14, 32, 226, 14, 32, 226, 14, 32, 226, 14, 32, 226, 14, 32, 226, 14, 32, 226, 14, 32, 226, 14, 32]
00:12:04,Packet 5: [220, 13, 192, 220, 13, 192, 220, 13, 192, 220, 13, 192, 220, 13, 192, 220, 13, 192, 220, 13, 192, 220, 13, 192, 220, 13, 192, 220, 13, 192, 220, 13, 192, 220, 13, 192, 220, 13, 192]
00:12:04,Packet 6: [214, 13, 96, 214, 13, 96, 214, 13, 96, 214, 13, 96, 214, 13, 96, 214, 13, 96, 214, 13, 96, 214, 13, 96, 214, 13, 96, 214, 13, 96, 214, 13, 96, 214, 13, 96, 214, 13, 96]
00:12:04,Packet 7: [208, 13, 0, 208, 13, 0, 208, 13, 0, 208, 13, 0, 208, 13, 0, 208, 13, 0, 208, 13, 0, 208, 13, 0, 208, 13, 0, 208, 13, 0, 208, 13, 0, 208, 13, 0, 208, 13, 0]
00:12:05,Packet 8: [202, 12, 160, 202, 12, 160, 202, 12, 160, 202, 12, 160, 202, 12, 160, 202, 12, 160, 202, 12, 160, 202, 12, 160, 202, 12, 160, 202, 12, 160, 202, 12, 160, 202, 12, 160, 202, 12, 160]
00:12:05,Packet 9: [196, 12, 64, 196, 12, 64, 196, 12, 64, 196, 12, 64, 196, 12, 64, 196, 12, 64, 196, 12, 64, 196, 12, 64, 196, 12, 64, 196, 12, 64, 196, 12, 64, 196, 12, 64, 196, 12, 64]
