# t=time;g=gyro;a=accel;e=euler;c=commanded
# t1,g1,g2,g3,a1,a2,a3,e1,e2,c1,c2,c3,c4,c5
4.073907299999999668e+04,6.546300000000000000e+04,1.700000000000000000e+02,6.550600000000000000e+04,8.490000000000000000e+02,5.008000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.240500000000000000e+04,4.240500000000000000e+04,4.240500000000000000e+04,4.240500000000000000e+04
4.073908099999999831e+04,6.540200000000000000e+04,2.310000000000000000e+02,6.545700000000000000e+04,8.490000000000000000e+02,5.005000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.240500000000000000e+04,4.240500000000000000e+04,4.240500000000000000e+04,4.240500000000000000e+04
4.073908800000000338e+04,6.539600000000000000e+04,2.190000000000000000e+02,6.547500000000000000e+04,8.490000000000000000e+02,5.000000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.240500000000000000e+04,4.240500000000000000e+04,4.240500000000000000e+04,4.240500000000000000e+04
4.073909500000000116e+04,6.539600000000000000e+04,7.300000000000000000e+01,6.548800000000000000e+04,8.480000000000000000e+02,4.998000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.240500000000000000e+04,4.240500000000000000e+04,4.240500000000000000e+04,4.240500000000000000e+04
4.073910199999999895e+04,6.549400000000000000e+04,6.548800000000000000e+04,1.200000000000000000e+01,8.490000000000000000e+02,4.996000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.240500000000000000e+04,4.240500000000000000e+04,4.240500000000000000e+04,4.240500000000000000e+04
4.073910800000000017e+04,9.700000000000000000e+01,6.536600000000000000e+04,7.300000000000000000e+01,8.490000000000000000e+02,4.993000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.240500000000000000e+04,4.240500000000000000e+04,4.240500000000000000e+04,4.240500000000000000e+04
4.073911699999999837e+04,1.770000000000000000e+02,6.532300000000000000e+04,1.030000000000000000e+02,8.490000000000000000e+02,4.991000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.240500000000000000e+04,4.240500000000000000e+04,4.240500000000000000e+04,4.240500000000000000e+04
4.073912400000000343e+04,2.070000000000000000e+02,6.529200000000000000e+04,1.220000000000000000e+02,8.490000000000000000e+02,4.987000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.240500000000000000e+04,4.240500000000000000e+04,4.240500000000000000e+04,4.240500000000000000e+04
4.073913100000000122e+04,2.190000000000000000e+02,6.524400000000000000e+04,1.280000000000000000e+02,8.480000000000000000e+02,4.983000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.240500000000000000e+04,4.240500000000000000e+04,4.240500000000000000e+04,4.240500000000000000e+04
4.073913799999999901e+04,1.520000000000000000e+02,6.529800000000000000e+04,1.150000000000000000e+02,8.470000000000000000e+02,4.978000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.240500000000000000e+04,4.240500000000000000e+04,4.240500000000000000e+04,4.240500000000000000e+04
