11:18:58.359,[17, 5, 255, 255, 0, 10, 0, 0, 0, 200, 0, 10, 0, 0, 0, 200, 0, 200]
11:18:58.372,[11, 4, 255, 255, 5, 220, 255, 229, 0, 0, 0, 50]
11:18:58.387,[11, 4, 255, 255, 5, 220, 255, 229, 0, 0, 0, 50]
11:18:58.403,[11, 4, 255, 255, 5, 220, 255, 229, 0, 0, 0, 50]
11:18:58.417,[11, 4, 255, 255, 5, 220, 255, 229, 0, 0, 0, 50]
11:18:58.434,[11, 4, 255, 255, 5, 220, 255, 229, 0, 0, 0, 50]
11:18:58.448,[11, 4, 255, 255, 5, 220, 255, 229, 0, 0, 0, 50]
11:18:58.467,[11, 4, 255, 255, 5, 220, 255, 229, 0, 0, 0, 50]
11:18:58.480,[11, 4, 255, 255, 5, 220, 255, 229, 0, 0, 0, 50]
11:18:58.496,[11, 4, 255, 255, 5, 220, 255, 229, 0, 0, 0, 50]
11:18:58.509,[11, 4, 255, 255, 5, 220, 255, 229, 0, 0, 0, 50]
11:18:58.525,[11, 4, 255, 255, 5, 220, 255, 229, 0, 0, 0, 50]
11:18:58.539,[11, 4, 255, 255, 5, 220, 255, 229, 0, 0, 0, 50]
11:18:58.556,[11, 4, 255, 255, 5, 220, 255, 229, 0, 0, 0, 50]
11:18:58.572,[11, 4, 255, 255, 5, 220, 255, 229, 0, 0, 0, 50]
11:18:58.585,[11, 4, 255, 255, 5, 220, 255, 229, 0, 0, 0, 50]
11:18:58.598,[11, 4, 255, 255, 5, 220, 255, 229, 0, 0, 0, 50]
11:18:58.612,[11, 4, 255, 255, 5, 220, 255, 229, 0, 0, 0, 50]
11:18:58.628,[11, 4, 255, 255, 5, 220, 255, 229, 0, 0, 0, 50]
11:18:58.641,[11, 4, 255, 255, 5, 220, 255, 229, 0, 0, 0, 50]
11:18:58.660,[11, 4, 255, 255, 5, 220, 255, 229, 0, 0, 0, 50]
11:18:58.676,[11, 4, 255, 255, 5, 220, 255, 229, 0, 0, 0, 50]
11:18:58.690,[11, 4, 255, 255, 5, 220, 255, 229, 0, 0, 0, 50]
11:18:58.707,[11, 4, 255, 255, 5, 220, 255, 229, 0, 0, 0, 50]
11:18:58.726,[11, 4, 255, 255, 5, 220, 255, 229, 0, 0, 0, 50]
11:18:58.739,[11, 4, 255, 255, 5, 220, 255, 229, 0, 0, 0, 50]
11:18:58.756,[11, 4, 255, 255, 5, 220, 255, 229, 0, 0, 0, 50]
11:18:58.772,[11, 4, 255, 255, 5, 220, 255, 229, 0, 0, 0, 50]
11:18:58.786,[11, 4, 255, 255, 5, 220, 255, 229, 0, 0, 0, 50]
11:18:58.799,[11, 4, 255, 255, 5, 220, 255, 229, 0, 0, 0, 50]
11:18:58.816,[11, 4, 255, 255, 5, 220, 255, 229, 0, 0, 0, 50]
11:18:58.835,[11, 4, 255, 255, 5, 220, 255, 229, 0, 0, 0, 50]
11:18:58.844,[11, 4, 255, 255, 5, 220, 255, 229, 0, 0, 0, 50]
11:18:58.852,[11, 4, 255, 255, 5, 220, 255, 229, 0, 0, 0, 50]
11:18:58.859,[11, 4, 255, 255, 5, 220, 255, 229, 0, 0, 0, 50]
11:18:58.867,[11, 4, 255, 255, 5, 220, 255, 229, 0, 0, 0, 50]
11:18:58.875,[11, 4, 255, 255, 5, 220, 255, 229, 0, 0, 0, 50]
11:18:58.882,[11, 4, 255, 255, 5, 220, 255, 229, 0, 0, 0, 50]
11:18:58.891,[11, 4, 255, 255, 5, 220, 255, 229, 0, 0, 0, 50]
11:18:58.900,[11, 4, 255, 255, 5, 220, 255, 229, 0, 0, 0, 50]
11:18:58.907,[11, 4, 255, 255, 5, 220, 255, 229, 0, 0, 0, 50]
11:18:58.914,[11, 4, 255, 255, 5, 220, 255, 229, 0, 0, 0, 50]
11:18:58.920,[11, 4, 255, 255, 5, 220, 255, 229, 0, 0, 0, 50]
