14:07:03.896,[11, 4, 255, 255, 0, 0, 0, 0, 0, 0, 0, 0]
14:07:03.907,[17, 5, 255, 255, 0, 10, 0, 0, 0, 200, 0, 10, 0, 0, 0, 200, 0, 200]
14:07:03.917,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
14:07:03.928,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
14:07:03.938,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
14:07:03.948,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
14:07:03.958,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
14:07:03.969,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
14:07:03.979,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
14:07:03.989,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
14:07:03.999,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
14:07:04.010,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
14:07:04.020,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
14:07:04.030,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
14:07:04.040,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
14:07:04.050,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
14:07:04.060,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
14:07:04.070,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
14:07:04.081,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
14:07:04.091,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
14:07:04.101,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
14:07:04.111,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
14:07:04.121,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
14:07:04.132,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
14:07:04.142,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
14:07:04.152,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
14:07:04.162,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
14:07:04.172,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
14:07:04.182,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
14:07:04.193,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
14:07:04.203,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
14:07:04.213,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
14:07:04.223,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
