11:02:25.849,[17, 5, 255, 255, 0, 111, 0, 222, 1, 77, 1, 188, 2, 43, 2, 154, 3, 9]
11:02:25.861,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
11:02:25.872,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
11:02:25.882,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
11:02:25.893,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
11:02:25.904,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
11:02:25.914,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
11:02:25.925,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
11:02:25.936,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
11:02:26.101,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
11:02:26.112,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
11:02:26.122,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
11:02:26.133,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
11:02:26.145,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
11:02:26.156,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
11:02:26.167,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
11:02:26.178,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
11:02:26.189,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
11:02:26.199,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
11:02:26.362,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
11:02:26.373,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
11:02:26.383,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
11:02:26.394,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
11:02:26.405,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
11:02:26.416,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
11:02:26.426,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
11:02:26.437,[11, 4, 255, 255, 5, 220, 0, 0, 0, 0, 0, 0]
