16:31:00.912,None
16:31:16.867,array('B', [1, 182, 81, 249, 236, 26, 100, 3, 136, 28, 199, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:16.874,array('B', [17, 183, 142, 249, 175, 25, 149, 3, 156, 28, 217, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:16.889,array('B', [1, 184, 253, 249, 120, 25, 118, 3, 200, 29, 14, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:16.894,array('B', [1, 186, 82, 249, 71, 25, 149, 3, 255, 29, 141, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:16.899,array('B', [1, 187, 144, 249, 132, 23, 75, 4, 10, 29, 160, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:16.904,array('B', [1, 187, 89, 249, 16, 22, 178, 4, 19, 29, 178, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:16.908,array('B', [1, 186, 186, 248, 95, 22, 190, 4, 33, 29, 212, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:16.914,array('B', [17, 185, 235, 247, 101, 23, 239, 4, 55, 30, 32, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:16.918,array('B', [1, 185, 15, 246, 186, 25, 197, 4, 59, 30, 55, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:16.924,array('B', [1, 184, 70, 246, 162, 26, 131, 4, 62, 30, 73, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:16.930,array('B', [17, 182, 160, 246, 168, 26, 21, 4, 62, 30, 98, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:16.948,array('B', [1, 181, 191, 246, 156, 25, 167, 4, 56, 30, 130, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:16.953,array('B', [1, 180, 44, 246, 150, 24, 252, 4, 49, 30, 153, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:16.957,array('B', [1, 178, 92, 247, 28, 29, 235, 4, 39, 30, 181, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:16.961,array('B', [1, 178, 25, 247, 126, 30, 187, 4, 30, 30, 204, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:16.964,array('B', [1, 178, 74, 248, 10, 30, 254, 4, 13, 30, 241, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:16.972,array('B', [1, 178, 153, 248, 120, 31, 35, 3, 189, 31, 99, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:16.981,array('B', [33, 179, 25, 248, 199, 30, 163, 3, 166, 31, 126, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:16.985,array('B', [1, 181, 184, 248, 224, 28, 223, 3, 147, 31, 146, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:16.990,array('B', [1, 184, 88, 248, 150, 25, 252, 3, 121, 31, 174, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.003,array('B', [17, 185, 70, 248, 10, 23, 191, 3, 94, 31, 201, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.007,array('B', [1, 186, 64, 247, 144, 21, 62, 3, 26, 32, 9, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.012,array('B', [1, 187, 174, 246, 174, 21, 7, 2, 236, 32, 48, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.016,array('B', [1, 187, 138, 246, 21, 20, 196, 2, 211, 32, 67, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.021,array('B', [1, 186, 247, 246, 3, 20, 6, 2, 176, 32, 92, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.033,array('B', [33, 185, 223, 246, 52, 18, 225, 2, 108, 32, 131, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.038,array('B', [1, 184, 149, 246, 34, 18, 158, 2, 76, 32, 147, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.045,array('B', [17, 181, 1, 245, 125, 25, 39, 2, 43, 32, 161, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.050,array('B', [1, 179, 98, 245, 131, 29, 22, 2, 11, 32, 172, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.054,array('B', [1, 177, 37, 246, 107, 30, 132, 1, 248, 32, 178, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.059,array('B', [1, 176, 30, 247, 16, 30, 89, 1, 150, 32, 207, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.070,array('B', [1, 175, 91, 247, 180, 30, 187, 1, 94, 32, 222, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.080,array('B', [33, 175, 91, 248, 47, 31, 126, 1, 23, 32, 239, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.086,array('B', [17, 178, 55, 248, 95, 32, 243, 0, 238, 32, 247, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.091,array('B', [1, 181, 233, 249, 77, 26, 149, 0, 197, 32, 254, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.096,array('B', [1, 183, 149, 249, 90, 23, 105, 0, 155, 33, 3, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.100,array('B', [1, 185, 27, 249, 102, 21, 245, 0, 10, 33, 8, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.107,array('B', [17, 187, 150, 249, 114, 21, 43, 255, 151, 32, 253, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.111,array('B', [1, 188, 205, 249, 53, 20, 171, 255, 105, 32, 245, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.116,array('B', [1, 189, 102, 248, 53, 19, 122, 255, 71, 32, 238, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.132,array('B', [17, 189, 102, 247, 242, 18, 140, 255, 28, 32, 229, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.136,array('B', [1, 187, 162, 247, 83, 18, 189, 254, 251, 32, 221, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.140,array('B', [1, 185, 235, 246, 95, 21, 13, 254, 195, 32, 205, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.144,array('B', [1, 185, 3, 246, 137, 22, 154, 254, 165, 32, 195, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.156,array('B', [1, 183, 155, 246, 70, 24, 57, 254, 65, 32, 160, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.162,array('B', [17, 181, 197, 245, 210, 25, 149, 254, 14, 32, 137, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.169,array('B', [17, 179, 37, 246, 58, 29, 162, 253, 240, 32, 122, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.175,array('B', [17, 177, 37, 245, 198, 29, 77, 253, 208, 32, 105, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.186,array('B', [1, 176, 30, 246, 70, 28, 82, 253, 176, 32, 87, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.197,array('B', [0])
16:31:17.202,array('B', [1, 179, 7, 248, 53, 28, 241, 253, 14, 31, 238, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.217,array('B', [1, 182, 130, 249, 90, 27, 33, 252, 223, 31, 205, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.220,array('B', [1, 184, 88, 250, 11, 26, 45, 252, 177, 31, 172, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.227,array('B', [17, 189, 138, 251, 72, 22, 227, 252, 87, 31, 105, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.231,array('B', [1, 190, 200, 251, 41, 22, 239, 252, 19, 31, 50, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.248,array('B', [17, 190, 218, 251, 29, 23, 50, 251, 252, 31, 30, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.252,array('B', [1, 190, 108, 250, 230, 23, 239, 251, 182, 30, 220, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.259,array('B', [17, 185, 198, 249, 145, 27, 168, 251, 158, 30, 192, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.268,array('B', [33, 184, 179, 249, 132, 28, 107, 251, 145, 30, 176, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.278,array('B', [17, 179, 117, 247, 107, 29, 46, 251, 129, 30, 151, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.285,array('B', [17, 177, 177, 246, 174, 29, 235, 251, 93, 30, 85, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.292,array('B', [17, 176, 55, 246, 95, 29, 168, 251, 84, 30, 66, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.296,array('B', [1, 175, 201, 246, 107, 28, 125, 251, 63, 30, 9, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.308,array('B', [1, 176, 134, 247, 107, 26, 106, 251, 54, 29, 237, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.313,array('B', [1, 177, 171, 247, 199, 25, 167, 251, 44, 29, 193, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.317,array('B', [1, 182, 228, 249, 138, 25, 204, 251, 43, 29, 172, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.322,array('B', [1, 184, 167, 250, 90, 25, 33, 251, 46, 29, 150, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.326,array('B', [1, 186, 70, 251, 66, 23, 252, 251, 52, 29, 134, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.347,array('B', [1, 188, 28, 252, 109, 22, 62, 251, 75, 29, 93, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.352,array('B', [1, 189, 16, 253, 97, 21, 31, 251, 88, 29, 76, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.356,array('B', [1, 188, 89, 254, 232, 32, 66, 251, 102, 29, 63, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.361,array('B', [1, 186, 253, 254, 201, 33, 72, 251, 123, 29, 48, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.365,array('B', [1, 185, 46, 254, 97, 33, 29, 251, 143, 29, 37, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.371,array('B', [17, 182, 252, 253, 201, 32, 78, 251, 248, 28, 219, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.375,array('B', [1, 181, 215, 253, 128, 31, 126, 252, 13, 28, 196, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.380,array('B', [1, 179, 202, 251, 243, 30, 254, 252, 30, 28, 179, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.386,array('B', [17, 179, 37, 250, 200, 31, 84, 252, 50, 28, 163, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.400,array('B', [1, 178, 202, 249, 71, 31, 71, 252, 70, 28, 149, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.404,array('B', [1, 179, 1, 247, 254, 29, 77, 252, 109, 28, 127, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.409,array('B', [1, 181, 148, 244, 112, 20, 159, 252, 132, 28, 116, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.416,array('B', [17, 183, 45, 243, 88, 18, 122, 252, 156, 28, 107, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.439,array('B', [1, 184, 39, 242, 118, 17, 103, 252, 201, 28, 95, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.447,array('B', [17, 185, 27, 241, 117, 15, 194, 253, 62, 28, 92, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.468,array('B', [17, 182, 215, 243, 252, 20, 214, 253, 102, 28, 96, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.472,array('B', [1, 181, 160, 245, 155, 25, 100, 253, 154, 28, 104, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.481,array('B', [33, 178, 244, 250, 182, 33, 66, 253, 231, 28, 118, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.493,array('B', [49, 179, 239, 252, 17, 36, 110, 255, 5, 28, 177, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.496,array('B', [1, 180, 239, 252, 115, 36, 79, 255, 67, 28, 188, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.502,array('B', [1, 182, 154, 251, 237, 31, 47, 255, 202, 28, 205, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.507,array('B', [1, 183, 197, 251, 121, 27, 223, 255, 252, 28, 209, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.513,array('B', [17, 184, 204, 250, 59, 25, 27, 0, 17, 28, 211, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.526,array('B', [1, 185, 131, 249, 29, 24, 8, 0, 85, 28, 218, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.530,array('B', [1, 185, 180, 246, 64, 23, 1, 0, 122, 28, 222, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.535,array('B', [1, 184, 253, 245, 70, 21, 19, 0, 170, 28, 230, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.538,array('B', [1, 184, 15, 244, 155, 19, 43, 0, 220, 28, 240, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.553,array('B', [1, 183, 2, 244, 21, 16, 255, 1, 64, 29, 13, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.557,array('B', [1, 181, 233, 243, 191, 15, 249, 1, 107, 29, 28, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.566,array('B', [17, 180, 38, 242, 118, 21, 37, 1, 142, 29, 40, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.570,array('B', [1, 180, 38, 242, 215, 22, 172, 1, 178, 29, 53, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.575,array('B', [1, 180, 38, 243, 246, 21, 239, 1, 214, 29, 66, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.586,array('B', [1, 180, 50, 244, 228, 21, 86, 2, 77, 29, 122, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.594,array('B', [17, 181, 184, 247, 138, 25, 69, 2, 114, 29, 148, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.598,array('B', [1, 182, 228, 248, 144, 28, 113, 2, 155, 29, 178, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.620,array('B', [17, 184, 51, 249, 218, 30, 254, 2, 177, 29, 194, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.626,array('B', [1, 185, 15, 251, 29, 30, 108, 2, 234, 29, 242, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.632,array('B', [17, 187, 16, 251, 249, 30, 199, 2, 250, 30, 8, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.636,array('B', [1, 186, 58, 251, 54, 31, 157, 3, 8, 30, 41, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.644,array('B', [17, 185, 33, 250, 188, 30, 254, 3, 17, 30, 64, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.648,array('B', [1, 183, 197, 250, 145, 29, 113, 3, 47, 30, 158, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.659,array('B', [0])
16:31:17.684,array('B', [1, 180, 86, 248, 163, 27, 174, 3, 46, 30, 215, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.689,array('B', [1, 178, 159, 246, 168, 29, 162, 3, 45, 30, 240, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.698,array('B', [33, 179, 239, 245, 174, 23, 1, 3, 43, 31, 19, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.702,array('B', [1, 181, 123, 246, 70, 23, 87, 3, 41, 31, 40, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.706,array('B', [1, 183, 234, 247, 101, 24, 38, 3, 26, 31, 102, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.710,array('B', [1, 184, 179, 247, 180, 24, 118, 2, 237, 31, 243, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.714,array('B', [1, 185, 100, 247, 242, 24, 228, 2, 226, 32, 12, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.718,array('B', [1, 186, 46, 248, 83, 25, 136, 2, 204, 32, 52, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.723,array('B', [1, 186, 217, 248, 193, 26, 39, 2, 191, 32, 73, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.728,array('B', [1, 187, 34, 249, 59, 26, 94, 2, 177, 32, 94, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.737,array('B', [17, 186, 223, 249, 77, 25, 246, 2, 161, 32, 115, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.742,array('B', [1, 186, 52, 249, 59, 25, 161, 2, 144, 32, 137, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.747,array('B', [1, 184, 9, 249, 53, 26, 45, 2, 122, 32, 165, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.752,array('B', [1, 183, 33, 249, 53, 27, 70, 2, 103, 32, 187, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.767,array('B', [33, 181, 123, 249, 16, 28, 229, 2, 79, 32, 213, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.772,array('B', [1, 179, 220, 249, 4, 30, 34, 2, 35, 33, 4, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.776,array('B', [1, 178, 251, 249, 224, 30, 156, 2, 7, 33, 32, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.779,array('B', [1, 179, 43, 249, 145, 30, 108, 1, 232, 33, 61, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.784,array('B', [1, 179, 214, 249, 77, 30, 120, 1, 186, 33, 103, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.791,array('B', [17, 181, 99, 249, 77, 30, 34, 1, 92, 33, 182, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.802,array('B', [0])
16:31:17.806,array('B', [1, 185, 21, 248, 59, 25, 252, 1, 33, 33, 227, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.811,array('B', [1, 186, 186, 246, 253, 18, 183, 0, 251, 33, 253, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.815,array('B', [1, 187, 16, 246, 101, 18, 67, 0, 206, 34, 25, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.829,array('B', [1, 187, 95, 245, 155, 19, 98, 0, 172, 34, 42, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.832,array('B', [1, 187, 107, 245, 21, 20, 208, 0, 110, 34, 59, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.838,array('B', [1, 184, 179, 244, 118, 21, 129, 0, 90, 34, 61, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.842,array('B', [1, 183, 39, 244, 192, 20, 226, 0, 69, 34, 60, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.846,array('B', [1, 181, 136, 244, 210, 21, 74, 0, 41, 34, 58, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.867,array('B', [17, 180, 93, 244, 247, 23, 56, 255, 220, 34, 37, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.876,array('B', [33, 179, 196, 245, 143, 27, 94, 255, 190, 34, 25, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.882,array('B', [17, 178, 104, 248, 230, 31, 16, 255, 161, 34, 12, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.886,array('B', [1, 180, 32, 250, 145, 32, 182, 255, 136, 33, 255, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.890,array('B', [1, 180, 233, 251, 103, 32, 224, 255, 92, 33, 233, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.897,array('B', [17, 181, 209, 251, 200, 32, 84, 254, 192, 33, 142, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.902,array('B', [1, 183, 81, 252, 30, 31, 90, 254, 115, 33, 91, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.906,array('B', [1, 184, 198, 251, 218, 29, 162, 254, 64, 33, 55, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.910,array('B', [1, 185, 223, 251, 157, 27, 253, 254, 31, 33, 31, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.921,array('B', [1, 186, 162, 251, 96, 26, 253, 253, 255, 33, 7, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.926,array('B', [1, 186, 241, 251, 23, 26, 21, 253, 203, 32, 223, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:17.931,array('B', [1, 186, 76, 249, 120, 24, 106, 253, 176, 32, 201, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
